"ID","time","name","weights alpha","weights beta","model A","model B","model C","alpha","beta","mode","use MBW","plus lora","custum name","save setting","use ID"
277,2023.06.07 11.40.42,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN04:1",normal,
278,2023.06.07 11.40.55,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN05:1",normal,
279,2023.06.07 11.41.07,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN06:1",normal,
280,2023.06.07 11.41.20,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN07:1",normal,
281,2023.06.07 11.41.33,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN08:1",normal,
282,2023.06.07 11.41.45,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN09:1",normal,
283,2023.06.07 11.41.58,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN10:1",normal,
284,2023.06.07 11.42.10,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN11:1",normal,
285,2023.06.07 11.42.23,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",M00:1",normal,
286,2023.06.07 11.43.16,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,-1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",:-1",normal,
287,2023.06.07 11.43.29,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,-1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN00:-1",normal,
288,2023.06.07 11.43.41,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,-1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN01:-1",normal,
289,2023.06.07 11.44.06,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",:1",normal,
290,2023.06.07 11.44.18,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN00:1",normal,
291,2023.06.07 11.44.30,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN01:1",normal,
292,2023.06.07 11.44.58,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",:1",normal,
293,2023.06.07 11.45.10,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN00:1",normal,
294,2023.06.07 11.45.23,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN01:1",normal,
295,2023.06.07 11.45.58,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",:1",normal,
296,2023.06.07 11.46.10,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN00:1",normal,
297,2023.06.07 11.46.22,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN01:1",normal,
298,2023.06.07 11.47.07,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,0.001,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",:",normal,
299,2023.06.07 11.47.19,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,0.001,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN00:",normal,
300,2023.06.07 11.47.32,"realisticVisionV20_v20 x (1-alpha) + OldFish_v11 x alpha (0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5)","0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2",e6415c4892,7be100b0f3,,0.001,0.25,Weight sum:A*(1-alpha)+B*alpha,True,,,[],",IN01:",normal,
301,2023.06.07 11.48.06,realisticVisionV20_v20 x 1.0 + OldFish_v11 x 0.0,,,e6415c4892,7be100b0f3,,0.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",:",normal,
302,2023.06.07 11.48.17,realisticVisionV20_v20 x 1.0 + OldFish_v11 x 0.0,,,e6415c4892,7be100b0f3,,0.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN00:",normal,
303,2023.06.07 11.48.29,realisticVisionV20_v20 x 1.0 + OldFish_v11 x 0.0,,,e6415c4892,7be100b0f3,,0.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN01:",normal,
304,2023.06.07 11.48.56,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",:",normal,
305,2023.06.07 11.49.08,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN00:",normal,
306,2023.06.07 11.49.20,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN01:",normal,
307,2023.06.07 11.50.17,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,:IN00",normal,
308,2023.06.07 11.50.28,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,IN00:IN00",normal,
309,2023.06.07 11.50.40,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,IN01:IN00",normal,
310,2023.06.07 11.51.59,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",:1",normal,
311,2023.06.07 11.52.11,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN00:1",normal,
312,2023.06.07 11.52.22,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN01:1",normal,
313,2023.06.07 11.53.27,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",:1",normal,
314,2023.06.07 11.53.38,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN00:1",normal,
315,2023.06.07 11.53.50,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN01:1",normal,
316,2023.06.07 11.55.01,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,['safetensors'],[],,normal,
317,2023.06.07 11.55.22,realisticVisionV20_v20 x 1 + OldFish_v11 x 0,,,e6415c4892,7be100b0f3,,0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,['safetensors'],[],,normal,
318,2023.06.07 11.56.08,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,['safetensors'],[],,normal,
319,2023.06.07 11.56.46,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",:0.5",normal,
320,2023.06.07 11.56.58,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN00:0.5",normal,
321,2023.06.07 11.57.11,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN01:0.5",normal,
322,2023.06.07 12.08.11,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",:0.5",normal,
323,2023.06.07 14.37.04,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",:1",normal,
324,2023.06.07 14.37.57,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN00:1",normal,
325,2023.06.07 14.38.10,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN01:1",normal,
326,2023.06.07 14.41.49,realisticVisionV20_v20 x 1.0 + OldFish_v11 x 0.0,,,e6415c4892,7be100b0f3,,0.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",:0",normal,
327,2023.06.07 14.42.00,realisticVisionV20_v20 x 1.0 + OldFish_v11 x 0.0,,,e6415c4892,7be100b0f3,,0.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN00:0",normal,
328,2023.06.07 14.42.12,realisticVisionV20_v20 x 1.0 + OldFish_v11 x 0.0,,,e6415c4892,7be100b0f3,,0.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN01:0",normal,
329,2023.06.07 14.45.27,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",:0.5",normal,
330,2023.06.07 14.45.40,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN00:0.5",normal,
331,2023.06.07 14.45.53,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN01:0.5",normal,
332,2023.06.07 14.49.22,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",:0.5",normal,
333,2023.06.07 14.49.34,realisticVisionV20_v20 x 0.5 + OldFish_v11 x 0.5,,,e6415c4892,7be100b0f3,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],",IN00:0.5",normal,
