"ID","time","name","weights alpha","weights beta","model A","model B","model C","alpha","beta","mode","use MBW","plus lora","custum name","save setting","use ID"
114,2023.06.06 19.48.55,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,IN07::OUT05::1",normal,
115,2023.06.06 19.49.08,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,IN07::OUT05:layers:1",normal,
116,2023.06.06 19.49.20,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,IN07::OUT05:attn1:1",normal,
117,2023.06.06 19.49.33,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,IN07::OUT05:attn2:1",normal,
118,2023.06.06 19.49.46,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,IN07::OUT05:ff.net:1",normal,
119,2023.06.06 19.49.59,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,IN08::OUT05::1",normal,
120,2023.06.06 19.50.12,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,IN08::OUT05:layers:1",normal,
121,2023.06.06 19.50.24,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,IN08::OUT05:attn1:1",normal,
122,2023.06.06 19.50.37,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,IN08::OUT05:attn2:1",normal,
123,2023.06.06 19.50.50,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,IN08::OUT05:ff.net:1",normal,
124,2023.06.06 19.51.03,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,IN09::OUT05::1",normal,
125,2023.06.06 19.51.16,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,IN09::OUT05:layers:1",normal,
126,2023.06.06 19.51.29,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,IN09::OUT05:attn1:1",normal,
127,2023.06.06 19.51.42,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,IN09::OUT05:attn2:1",normal,
128,2023.06.06 19.51.55,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,IN09::OUT05:ff.net:1",normal,
129,2023.06.06 19.52.08,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,IN10::OUT05::1",normal,
130,2023.06.06 19.52.21,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,IN10::OUT05:layers:1",normal,
131,2023.06.06 19.52.33,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,IN10::OUT05:attn1:1",normal,
132,2023.06.06 19.52.46,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,IN10::OUT05:attn2:1",normal,
133,2023.06.06 19.52.59,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,IN10::OUT05:ff.net:1",normal,
134,2023.06.06 19.53.11,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,IN11::OUT05::1",normal,
135,2023.06.06 19.53.24,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,IN11::OUT05:layers:1",normal,
136,2023.06.06 19.53.37,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,IN11::OUT05:attn1:1",normal,
137,2023.06.06 19.53.50,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,IN11::OUT05:attn2:1",normal,
138,2023.06.06 19.54.02,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,IN11::OUT05:ff.net:1",normal,
139,2023.06.06 19.54.15,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,M00::OUT05::1",normal,
140,2023.06.06 19.54.28,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,M00::OUT05:layers:1",normal,
141,2023.06.06 19.54.40,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,M00::OUT05:attn1:1",normal,
142,2023.06.06 19.54.54,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,M00::OUT05:attn2:1",normal,
143,2023.06.06 19.55.07,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,M00::OUT05:ff.net:1",normal,
144,2023.06.06 19.55.25,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,IN01,:IN00,IN01",normal,
145,2023.06.06 19.55.42,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,:OUT05::1",normal,
146,2023.06.06 19.55.54,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,:OUT05:layers:1",normal,
147,2023.06.06 19.56.07,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,:OUT05:attn1:1",normal,
148,2023.06.06 19.56.20,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,:OUT05:attn2:1",normal,
149,2023.06.06 19.56.33,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,:OUT05:ff.net:1",normal,
150,2023.06.06 19.56.45,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,OUT00::OUT05::1",normal,
151,2023.06.06 19.56.58,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,OUT00::OUT05:layers:1",normal,
152,2023.06.06 19.57.10,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,OUT00::OUT05:attn1:1",normal,
153,2023.06.06 19.57.23,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,OUT00::OUT05:attn2:1",normal,
154,2023.06.06 19.57.36,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,OUT00::OUT05:ff.net:1",normal,
155,2023.06.06 19.57.48,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,OUT01::OUT05::1",normal,
156,2023.06.06 19.58.01,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,OUT01::OUT05:layers:1",normal,
157,2023.06.06 19.58.13,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,OUT01::OUT05:attn1:1",normal,
158,2023.06.06 19.58.26,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,OUT01::OUT05:attn2:1",normal,
159,2023.06.06 19.58.39,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,OUT01::OUT05:ff.net:1",normal,
160,2023.06.06 19.58.52,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,OUT02::OUT05::1",normal,
161,2023.06.06 19.59.05,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,OUT02::OUT05:layers:1",normal,
162,2023.06.06 19.59.18,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,OUT02::OUT05:attn1:1",normal,
163,2023.06.06 19.59.30,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,OUT02::OUT05:attn2:1",normal,
164,2023.06.06 19.59.43,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,OUT02::OUT05:ff.net:1",normal,
165,2023.06.06 19.59.56,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,OUT03::OUT05::1",normal,
166,2023.06.06 20.00.09,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,OUT03::OUT05:layers:1",normal,
167,2023.06.06 20.00.22,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,OUT03::OUT05:attn1:1",normal,
168,2023.06.06 20.00.34,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,OUT03::OUT05:attn2:1",normal,
169,2023.06.06 20.00.47,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,OUT03::OUT05:ff.net:1",normal,
170,2023.06.06 20.01.00,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,OUT04::OUT05::1",normal,
171,2023.06.06 20.01.12,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,OUT04::OUT05:layers:1",normal,
172,2023.06.06 20.01.25,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,OUT04::OUT05:attn1:1",normal,
173,2023.06.06 20.01.38,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,OUT04::OUT05:attn2:1",normal,
174,2023.06.06 20.01.50,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,OUT04::OUT05:ff.net:1",normal,
175,2023.06.06 20.02.03,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,OUT05::OUT05::1",normal,
176,2023.06.06 20.02.16,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,OUT05::OUT05:layers:1",normal,
177,2023.06.06 20.02.29,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,OUT05::OUT05:attn1:1",normal,
178,2023.06.06 20.02.42,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,OUT05::OUT05:attn2:1",normal,
179,2023.06.06 20.02.55,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,OUT05::OUT05:ff.net:1",normal,
180,2023.06.06 20.03.07,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,OUT06::OUT05::1",normal,
181,2023.06.06 20.03.20,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,OUT06::OUT05:layers:1",normal,
182,2023.06.06 20.03.33,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,OUT06::OUT05:attn1:1",normal,
183,2023.06.06 20.03.46,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,OUT06::OUT05:attn2:1",normal,
184,2023.06.06 20.03.58,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,OUT06::OUT05:ff.net:1",normal,
185,2023.06.06 20.04.11,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,OUT07::OUT05::1",normal,
186,2023.06.06 20.04.24,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,OUT07::OUT05:layers:1",normal,
187,2023.06.06 20.04.37,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,OUT07::OUT05:attn1:1",normal,
188,2023.06.06 20.04.49,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,OUT07::OUT05:attn2:1",normal,
189,2023.06.06 20.05.02,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,OUT07::OUT05:ff.net:1",normal,
190,2023.06.06 20.05.14,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,OUT08::OUT05::1",normal,
191,2023.06.06 20.05.27,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,OUT08::OUT05:layers:1",normal,
192,2023.06.06 20.05.40,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,OUT08::OUT05:attn1:1",normal,
193,2023.06.06 20.05.53,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,OUT08::OUT05:attn2:1",normal,
194,2023.06.06 20.06.05,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,OUT08::OUT05:ff.net:1",normal,
195,2023.06.06 20.06.18,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,OUT09::OUT05::1",normal,
196,2023.06.06 20.06.31,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,OUT09::OUT05:layers:1",normal,
197,2023.06.06 20.06.44,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,OUT09::OUT05:attn1:1",normal,
198,2023.06.06 20.06.57,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,OUT09::OUT05:attn2:1",normal,
199,2023.06.06 20.07.10,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,OUT09::OUT05:ff.net:1",normal,
200,2023.06.06 20.07.22,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,OUT10::OUT05::1",normal,
201,2023.06.06 20.07.35,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,OUT10::OUT05:layers:1",normal,
202,2023.06.06 20.07.48,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,OUT10::OUT05:attn1:1",normal,
203,2023.06.06 20.08.01,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,OUT10::OUT05:attn2:1",normal,
204,2023.06.06 20.08.14,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,OUT10::OUT05:ff.net:1",normal,
205,2023.06.06 20.08.26,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05::1,OUT11::OUT05::1",normal,
206,2023.06.06 20.08.39,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:layers:1,OUT11::OUT05:layers:1",normal,
207,2023.06.06 20.08.52,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn1:1,OUT11::OUT05:attn1:1",normal,
208,2023.06.06 20.09.04,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:attn2:1,OUT11::OUT05:attn2:1",normal,
209,2023.06.06 20.09.17,realisticVisionV20_v20 x 0.5 + darkSushiMixMix_brighterPruned x 0.5,,,e6415c4892,099e07547a,,0.5,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"OUT05:ff.net:1,OUT11::OUT05:ff.net:1",normal,
210,2023.06.07 10.55.19,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,:",normal,
211,2023.06.07 10.57.20,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,:",normal,
212,2023.06.07 10.57.38,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,-1:",normal,
213,2023.06.07 10.58.04,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,:",normal,
214,2023.06.07 10.58.57,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,:",normal,
215,2023.06.07 10.59.38,realisticVisionV20_v20 x 0.0 + OldFish_v11 x 1.0,,,e6415c4892,7be100b0f3,,1.0,0.25,Weight sum:A*(1-alpha)+B*alpha,False,,,[],"IN00,:",normal,
